id,processor_name,user_rating,value,avg_bench,memory_pts,core_pts,mkt_share,age_months,price
394,AMD Ryzen 7 7800X3D,78,10.0,122,96.6,1296,0.16,0,434
395,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
396,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
397,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
399,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
400,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
401,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
402,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
403,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
404,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
405,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
406,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
407,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
408,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
409,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
410,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
411,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
412,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
413,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
414,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
415,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
416,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
417,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
418,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
419,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
420,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
421,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
422,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
423,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
424,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
425,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
426,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
427,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
429,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
430,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
431,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
432,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
433,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
434,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
435,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
436,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
437,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
438,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
439,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
440,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
441,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
442,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
443,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
444,AMD Ryzen 7 7800X3D,78,10.0,122,96.6,1298,0.16,0,434
445,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
446,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
447,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
449,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
450,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
451,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
452,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
453,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
454,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
455,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
456,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
457,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
458,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
459,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
460,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
461,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
462,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
463,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
464,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
465,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
466,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
467,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
468,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
469,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
470,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
471,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
472,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
473,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
474,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
475,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
476,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
477,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
479,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
480,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
481,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
482,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
483,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
484,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
485,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
486,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
487,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
488,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
489,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
490,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
491,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
492,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
493,AMD Ryzen 7 7800X3D,78,10.0,122,96.6,1298,0.16,0,434
494,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
495,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
496,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
497,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
499,Intel Core i5-3570K,74,79.0,79,83.1,319,0.25,133,154
500,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
