id,processor_name,user_rating,value,avg_bench,memory_pts,core_pts,mkt_share,age_months,price
466,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130.0
467,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133.0
468,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280.0
469,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205.0
470,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132.0
472,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110.0
473,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260.0
474,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103.0
476,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66.0
477,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176.0
479,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120.0
480,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128.0
481,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125.0
482,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130.0
483,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330.0
484,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299.0
486,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396.0
487,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248.0
488,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175.0
489,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281.0
491,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265.0
494,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223.0
496,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313.0
497,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140.0
499,Intel Core i5-3570K,74,79.0,79,83.1,319,0.25,133,154.0
500,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143.0
